,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
9426,47,Other,1.64,3.47,2.46,13.2,Poor,Low,7.51,8.86,Yes,Positive,Yes
9427,56,Other,3.77,2.59,2.87,9.51,Poor,Medium,4.66,3.72,No,Negative,Yes
9428,28,Male,1.82,4.79,3.52,1.69,Excellent,Medium,8.4,6.43,No,Positive,No
9429,58,Female,9.16,0.89,0.12,10.72,Fair,High,6.38,9.32,No,Positive,Yes
9430,34,Female,2.56,4.71,1.01,3.25,Fair,Low,8.38,2.45,Yes,Neutral,No
9431,39,Male,8.4,3.04,2.43,13.83,Poor,Low,5.06,0.39,No,Negative,No
9432,25,Female,6.92,1.52,2.0,13.97,Excellent,Low,5.68,0.91,Yes,Negative,No
9433,51,Female,2.49,6.86,2.22,1.25,Fair,High,8.13,5.24,No,Neutral,Yes
9434,49,Male,10.26,7.98,3.38,14.24,Poor,High,6.97,6.83,Yes,Positive,Yes
9435,35,Male,11.87,4.81,4.16,7.15,Good,High,4.09,1.89,Yes,Positive,No
9436,57,Male,3.46,5.3,4.37,3.78,Fair,Low,4.22,2.73,Yes,Neutral,No
9437,51,Other,11.74,0.53,4.66,7.73,Excellent,High,4.41,7.53,Yes,Neutral,No
9438,58,Male,2.64,5.53,1.86,1.19,Excellent,High,6.42,2.91,Yes,Neutral,No
9439,63,Other,2.03,2.76,3.88,11.6,Excellent,Medium,8.76,6.39,Yes,Negative,Yes
9440,61,Female,4.26,3.23,0.43,10.24,Poor,Low,8.2,1.96,Yes,Positive,No
9441,62,Other,4.94,2.87,3.96,10.4,Excellent,Low,6.34,7.15,Yes,Negative,No
9442,56,Female,9.26,0.25,2.49,6.56,Fair,High,7.73,2.21,Yes,Positive,Yes
9443,39,Male,6.5,1.95,1.56,2.74,Fair,High,6.6,7.64,Yes,Positive,No
9444,38,Other,11.38,7.58,4.3,9.62,Excellent,Low,7.31,6.97,Yes,Neutral,Yes
9445,51,Male,3.93,5.7,2.06,13.74,Fair,Low,5.82,2.49,Yes,Neutral,No
9446,55,Other,8.78,1.22,1.84,7.26,Excellent,Low,4.59,3.8,No,Negative,Yes
9447,45,Female,2.83,2.65,3.27,8.01,Excellent,High,7.91,0.64,Yes,Positive,Yes
9448,24,Female,6.79,1.78,2.81,3.8,Excellent,High,4.42,4.91,Yes,Positive,Yes
9449,36,Male,3.23,3.83,0.74,9.92,Fair,Medium,4.67,0.32,Yes,Neutral,No
9450,37,Male,2.7,0.56,4.09,3.34,Poor,Medium,8.47,2.14,Yes,Negative,Yes
9451,45,Female,8.46,0.11,1.34,11.77,Excellent,Low,7.11,9.49,No,Positive,No
9452,41,Male,2.46,3.81,0.55,14.97,Good,Low,7.22,7.57,Yes,Neutral,Yes
9453,55,Female,8.86,3.25,1.79,10.97,Excellent,Medium,8.03,8.35,Yes,Positive,No
9454,64,Other,2.22,0.57,1.15,11.91,Poor,Low,6.04,9.91,Yes,Negative,No
9455,65,Male,4.97,7.13,3.99,13.44,Excellent,Medium,4.91,2.19,Yes,Positive,No
9456,54,Male,3.07,6.47,0.82,3.1,Excellent,Medium,6.27,7.84,No,Neutral,Yes
9457,39,Other,1.44,4.52,2.94,12.66,Good,Low,5.4,6.61,Yes,Negative,Yes
9458,62,Other,5.8,6.35,3.17,13.72,Fair,Medium,5.36,2.01,No,Neutral,Yes
9459,65,Other,5.59,1.08,0.41,13.83,Fair,High,5.64,8.8,Yes,Neutral,No
9460,42,Male,2.07,7.23,0.1,4.48,Fair,Low,8.55,4.72,No,Neutral,Yes
9461,57,Female,2.12,2.51,4.02,10.43,Fair,Medium,7.99,1.79,Yes,Negative,Yes
9462,47,Male,6.79,6.78,0.16,7.98,Good,Low,7.95,5.86,Yes,Positive,No
9463,54,Other,6.77,6.18,4.83,10.48,Good,High,5.56,8.45,Yes,Negative,Yes
9464,36,Male,3.41,4.23,0.43,8.39,Excellent,Medium,7.19,8.7,Yes,Neutral,No
9465,42,Female,9.27,1.85,1.31,6.25,Good,Medium,6.24,1.13,Yes,Neutral,No
9466,45,Male,9.16,0.1,2.24,5.74,Poor,Medium,6.24,6.96,Yes,Negative,No
9467,62,Female,1.61,2.88,3.13,10.29,Poor,Low,6.36,8.23,No,Negative,No
9468,54,Other,10.42,4.73,2.65,10.26,Excellent,High,8.99,6.37,Yes,Negative,No
9469,25,Male,4.33,5.97,2.34,6.49,Fair,Low,6.86,5.17,No,Negative,No
9470,64,Female,1.36,4.78,3.94,11.08,Excellent,High,7.37,7.81,No,Positive,Yes
9471,31,Male,6.25,1.96,3.36,5.82,Poor,Medium,7.38,3.28,Yes,Neutral,Yes
9472,36,Other,6.27,3.75,0.19,4.3,Fair,Low,4.96,3.92,No,Neutral,Yes
9473,58,Male,3.8,3.54,1.8,2.06,Fair,High,6.52,4.7,No,Neutral,No
9474,59,Female,7.62,2.43,1.61,13.7,Fair,High,5.4,7.78,No,Neutral,Yes
9475,40,Other,6.71,7.53,1.65,2.0,Excellent,Medium,7.31,3.2,Yes,Negative,Yes
9476,41,Other,11.54,6.74,0.02,10.01,Fair,Medium,6.56,2.98,Yes,Positive,Yes
9477,28,Other,11.78,5.33,2.12,8.42,Good,Medium,6.8,9.84,No,Neutral,No
9478,36,Male,1.55,4.92,0.03,7.45,Good,High,4.21,0.86,Yes,Negative,Yes
9479,52,Male,10.18,4.33,4.54,8.22,Poor,Medium,6.23,6.28,Yes,Negative,Yes
9480,48,Other,7.85,2.2,3.84,12.13,Poor,High,8.32,4.51,No,Neutral,Yes
9481,35,Male,5.82,4.85,4.6,9.39,Fair,Low,5.34,6.41,No,Positive,Yes
9482,35,Male,8.55,0.81,3.12,9.4,Poor,High,7.66,8.84,Yes,Positive,No
9483,49,Male,6.98,2.02,4.01,2.73,Excellent,Low,4.96,0.68,No,Negative,Yes
9484,34,Female,8.48,1.79,1.3,13.55,Fair,High,5.96,8.01,Yes,Negative,Yes
9485,55,Male,9.54,7.59,4.56,13.26,Fair,Low,7.57,1.1,No,Negative,Yes
9486,25,Other,1.24,7.16,0.79,4.26,Poor,Medium,4.34,1.54,Yes,Positive,Yes
9487,19,Male,6.82,0.54,3.43,12.77,Good,Medium,6.39,2.25,Yes,Positive,Yes
9488,46,Other,3.04,4.83,1.27,14.28,Poor,High,4.09,5.82,No,Neutral,No
9489,28,Male,11.38,5.05,1.2,5.28,Fair,High,7.67,1.99,No,Negative,No
9490,44,Female,11.62,1.53,1.84,1.35,Good,Low,5.79,9.64,Yes,Positive,Yes
9491,44,Female,7.36,2.27,0.4,5.92,Excellent,Medium,5.73,4.14,No,Neutral,Yes
9492,25,Female,8.52,2.6,2.75,11.7,Good,Medium,4.25,3.96,No,Positive,No
9493,40,Male,8.19,4.6,4.84,4.46,Poor,Low,8.63,7.04,Yes,Negative,Yes
9494,18,Male,1.49,7.98,2.86,3.09,Fair,Medium,8.43,5.16,Yes,Negative,No
9495,60,Female,4.06,0.81,1.83,9.28,Poor,Low,4.39,7.94,No,Positive,Yes
9496,50,Female,8.89,7.08,2.63,9.47,Excellent,High,8.13,6.37,Yes,Negative,No
9497,56,Other,6.1,1.5,2.13,13.37,Good,Medium,4.91,5.29,Yes,Negative,No
9498,55,Male,9.93,5.44,0.31,1.73,Good,Low,7.87,0.91,No,Neutral,Yes
9499,33,Male,2.81,7.98,0.84,1.09,Good,Low,6.28,0.31,Yes,Negative,No
9500,63,Male,6.5,6.81,3.59,6.09,Poor,Low,7.01,1.89,Yes,Negative,No
9501,40,Other,6.01,0.65,4.59,3.84,Good,Low,7.17,3.73,Yes,Positive,No
9502,56,Female,11.29,6.01,3.14,5.84,Excellent,Low,7.55,2.69,No,Positive,No
9503,37,Female,5.97,6.73,4.21,8.09,Poor,High,6.49,4.28,No,Positive,No
9504,33,Male,10.76,7.29,0.66,12.11,Excellent,Medium,4.72,2.27,Yes,Positive,No
9505,60,Other,9.8,5.88,2.72,10.22,Poor,High,7.22,7.06,No,Positive,No
9506,28,Male,11.43,6.65,3.67,6.16,Excellent,Low,7.97,0.59,No,Neutral,No
9507,29,Male,7.7,1.0,0.06,11.81,Poor,Low,6.67,5.8,Yes,Positive,No
9508,63,Female,10.82,5.15,4.37,8.37,Poor,High,7.87,2.88,Yes,Neutral,No
9509,32,Male,2.04,7.64,2.41,5.66,Good,High,4.93,9.27,No,Positive,No
9510,19,Male,10.41,6.16,2.82,9.0,Good,High,4.64,7.36,No,Positive,No
9511,25,Male,3.73,3.26,1.8,10.18,Fair,Low,6.93,9.86,No,Neutral,No
9512,37,Other,1.22,5.39,2.99,4.26,Excellent,High,5.08,4.91,No,Neutral,Yes
9513,37,Female,8.36,0.06,3.89,14.88,Fair,Medium,4.07,1.76,Yes,Negative,No
9514,46,Male,1.23,3.17,1.11,7.24,Excellent,Medium,7.18,8.96,No,Neutral,No
9515,47,Other,4.75,7.05,4.62,9.59,Poor,Low,4.04,1.12,Yes,Positive,Yes
9516,64,Male,11.96,3.2,1.64,12.7,Fair,High,4.03,4.99,No,Neutral,Yes
9517,65,Female,7.54,6.4,0.0,9.01,Excellent,Low,7.11,9.4,No,Positive,No
9518,52,Other,4.44,3.23,3.46,14.13,Fair,High,5.01,8.47,Yes,Neutral,No
9519,61,Female,4.15,3.06,0.22,12.86,Excellent,Low,5.2,3.26,No,Neutral,Yes
9520,46,Other,2.55,0.48,0.31,13.83,Poor,Low,5.66,5.44,Yes,Neutral,Yes
9521,52,Other,3.83,5.99,0.84,2.67,Good,Low,5.82,6.15,No,Neutral,Yes
9522,42,Female,11.98,4.11,0.39,13.07,Excellent,Medium,4.41,2.64,No,Neutral,No
9523,53,Other,8.7,1.65,1.31,5.91,Good,Low,5.39,2.54,Yes,Positive,No
9524,46,Other,5.23,5.23,2.83,10.74,Good,High,7.17,0.25,No,Neutral,Yes
9525,32,Female,6.17,5.95,2.01,9.65,Excellent,Medium,7.12,4.06,No,Negative,Yes
9526,59,Male,11.65,7.79,3.34,5.77,Poor,Low,7.05,2.67,No,Positive,Yes
9527,62,Male,2.16,2.59,3.89,3.35,Fair,High,4.79,8.15,No,Positive,Yes
9528,23,Female,8.08,1.25,4.78,13.67,Poor,Medium,5.47,4.52,Yes,Negative,Yes
9529,64,Female,5.56,2.37,4.81,2.01,Good,Medium,8.1,1.64,No,Positive,No
9530,51,Male,10.01,4.1,0.95,1.53,Good,Medium,4.83,4.2,Yes,Positive,Yes
9531,24,Other,2.16,7.53,3.61,6.64,Excellent,High,5.36,9.42,Yes,Neutral,No
9532,64,Female,5.29,6.59,4.49,8.67,Good,Medium,5.01,1.51,Yes,Positive,Yes
9533,31,Male,4.98,0.46,2.56,12.39,Good,Medium,7.01,8.76,No,Positive,No
9534,54,Other,10.6,4.08,1.84,13.07,Poor,Low,4.58,6.47,No,Positive,No
9535,22,Female,10.33,4.14,2.59,5.54,Poor,Medium,8.19,9.54,Yes,Positive,No
9536,60,Other,4.0,2.98,2.52,2.05,Excellent,Medium,6.91,3.75,No,Positive,No
9537,36,Other,3.54,7.71,3.31,8.0,Fair,Medium,8.32,8.83,Yes,Positive,No
9538,36,Female,1.79,7.72,1.18,3.27,Fair,High,7.72,8.76,No,Positive,Yes
9539,53,Male,3.54,7.77,2.0,5.1,Poor,Medium,5.99,2.18,Yes,Neutral,No
9540,34,Other,10.39,4.86,2.86,2.53,Fair,Low,8.55,4.25,No,Positive,Yes
9541,45,Male,1.64,3.19,1.4,10.93,Poor,Medium,7.99,9.42,Yes,Negative,No
9542,31,Female,8.64,4.43,1.34,11.63,Good,Medium,5.97,8.82,Yes,Neutral,Yes
9543,34,Other,2.96,5.83,4.92,6.36,Fair,High,4.94,9.87,Yes,Neutral,Yes
9544,57,Other,7.76,1.34,1.96,3.12,Poor,Medium,5.65,4.45,Yes,Positive,No
9545,65,Male,4.32,5.72,2.76,12.49,Poor,Medium,6.3,3.87,Yes,Positive,Yes
9546,50,Other,1.86,3.16,3.4,11.97,Excellent,High,4.84,8.42,Yes,Negative,Yes
9547,48,Female,8.01,7.19,2.98,13.03,Good,Medium,7.51,9.23,No,Negative,Yes
9548,59,Female,11.42,0.97,1.87,11.53,Poor,Low,7.65,1.33,No,Neutral,Yes
9549,57,Female,2.27,3.0,1.51,5.23,Good,High,7.63,7.61,No,Neutral,No
9550,37,Male,2.4,6.99,3.87,9.51,Poor,Low,6.62,8.29,Yes,Negative,Yes
9551,23,Other,11.27,7.83,0.04,6.62,Poor,Medium,6.93,7.24,No,Neutral,No
9552,53,Female,10.32,7.35,4.58,9.72,Fair,Low,7.3,5.92,No,Negative,No
9553,18,Female,4.4,4.83,4.08,7.46,Poor,Low,8.23,7.54,No,Neutral,Yes
9554,61,Male,11.82,5.31,1.94,9.72,Fair,Low,7.19,3.75,No,Negative,No
9555,29,Other,2.16,3.97,3.61,11.9,Fair,Low,5.78,4.59,Yes,Positive,No
9556,65,Female,1.07,6.32,1.23,3.32,Fair,Low,8.7,9.76,Yes,Negative,No
9557,52,Female,6.85,4.69,2.28,11.16,Excellent,Medium,4.39,5.2,No,Neutral,Yes
9558,20,Male,3.56,2.71,0.23,6.06,Poor,Medium,7.02,9.63,No,Neutral,No
9559,64,Female,1.48,5.4,4.29,6.7,Fair,Medium,8.67,6.14,Yes,Negative,Yes
9560,51,Female,8.38,0.14,0.64,4.41,Poor,Low,7.2,7.23,No,Negative,No
9561,62,Female,5.59,4.22,1.52,7.33,Poor,Low,4.19,7.14,No,Neutral,No
9562,58,Female,4.34,6.1,3.55,14.91,Poor,High,5.8,1.5,No,Neutral,Yes
9563,43,Female,1.47,3.77,3.25,9.28,Poor,Low,6.92,1.19,Yes,Positive,Yes
9564,32,Male,2.37,0.53,4.41,2.4,Poor,Medium,4.2,2.76,No,Negative,No
9565,38,Female,10.16,4.89,0.37,4.57,Fair,High,7.59,1.1,Yes,Neutral,No
9566,28,Other,1.67,6.28,1.75,11.3,Poor,High,7.78,9.73,No,Neutral,No
9567,25,Other,2.85,6.92,1.64,8.02,Poor,Medium,7.29,6.42,No,Negative,Yes
9568,60,Other,10.57,7.0,2.47,3.94,Excellent,Medium,4.92,3.15,No,Negative,Yes
9569,19,Female,2.39,4.59,2.78,2.79,Fair,High,8.19,5.87,Yes,Positive,No
9570,25,Other,8.27,1.98,2.29,14.35,Good,High,4.95,9.24,Yes,Negative,Yes
9571,61,Other,6.78,2.19,2.98,8.96,Good,Low,8.09,5.63,Yes,Negative,Yes
9572,19,Other,7.2,5.05,3.49,1.45,Fair,High,5.18,0.44,Yes,Negative,No
9573,48,Other,1.02,1.77,1.02,3.64,Good,High,5.07,4.95,Yes,Neutral,No
9574,65,Other,6.47,6.28,1.67,10.12,Fair,Medium,6.64,2.11,No,Positive,No
9575,24,Male,3.3,1.21,0.59,2.81,Good,Medium,8.95,8.21,No,Positive,No
9576,38,Other,2.59,7.0,1.39,9.5,Excellent,High,7.26,2.25,No,Negative,Yes
9577,48,Female,4.69,3.28,1.11,8.12,Poor,High,6.33,4.15,No,Negative,Yes
9578,43,Other,4.8,2.21,2.69,4.17,Good,High,6.45,2.82,No,Neutral,Yes
9579,29,Other,3.6,4.29,1.76,8.49,Excellent,High,8.68,9.41,No,Positive,No
9580,58,Other,7.58,5.42,1.04,10.88,Good,Low,6.0,2.82,Yes,Negative,Yes
9581,57,Other,9.98,7.73,4.62,4.59,Good,High,6.02,5.18,No,Negative,No
9582,59,Female,9.41,5.27,0.3,9.73,Excellent,Medium,4.03,1.88,Yes,Positive,Yes
9583,21,Other,8.05,0.22,1.13,7.88,Excellent,High,4.07,8.73,No,Negative,Yes
9584,59,Other,3.49,2.0,1.58,7.31,Fair,Medium,8.32,7.32,Yes,Positive,No
9585,55,Male,4.45,0.0,4.97,11.36,Excellent,Low,6.12,7.23,No,Negative,No
9586,39,Female,4.23,5.17,2.57,5.32,Excellent,Low,4.84,8.07,No,Neutral,Yes
9587,51,Other,5.49,7.54,2.72,1.73,Poor,Low,8.39,0.97,No,Negative,No
9588,27,Female,4.53,0.07,0.34,9.08,Excellent,Low,4.47,5.18,No,Negative,Yes
9589,23,Male,3.93,5.27,4.6,11.94,Good,Medium,8.41,3.22,No,Negative,Yes
9590,48,Other,5.8,3.74,2.47,10.77,Good,Low,6.81,1.89,No,Negative,No
9591,18,Other,10.22,7.12,4.72,11.4,Fair,High,8.91,8.01,Yes,Positive,No
9592,44,Female,8.72,5.54,4.54,14.38,Poor,High,7.38,6.43,Yes,Positive,No
9593,30,Female,6.7,0.48,3.23,9.95,Good,High,6.31,3.39,No,Neutral,Yes
9594,20,Male,11.99,2.87,2.95,7.11,Good,Medium,6.44,5.17,Yes,Positive,Yes
9595,55,Female,9.36,2.76,3.33,12.98,Good,High,5.93,6.03,Yes,Negative,Yes
9596,65,Male,3.22,0.32,1.4,10.74,Excellent,High,4.05,6.79,Yes,Neutral,No
9597,61,Female,2.86,1.69,3.06,7.57,Excellent,Medium,6.61,7.91,No,Neutral,Yes
9598,24,Male,3.78,1.25,0.14,5.48,Excellent,Medium,8.04,2.96,No,Negative,No
9599,64,Male,8.99,4.25,1.19,13.92,Fair,Low,7.19,7.56,No,Negative,No
9600,41,Other,10.36,4.55,1.89,5.68,Poor,High,5.11,0.32,No,Neutral,No
9601,18,Male,1.29,5.25,0.59,10.08,Good,Low,7.08,4.24,Yes,Positive,Yes
9602,52,Female,10.19,6.83,1.11,3.53,Good,Medium,8.76,1.89,No,Negative,No
9603,37,Other,4.46,1.06,2.92,2.76,Excellent,High,5.44,3.38,No,Negative,Yes
9604,36,Other,4.07,7.18,2.83,8.16,Fair,High,4.04,6.75,No,Negative,No
9605,41,Male,1.86,6.93,2.35,8.9,Good,Medium,8.52,3.93,Yes,Negative,No
9606,23,Other,3.06,5.64,0.19,11.97,Excellent,Low,8.76,9.41,Yes,Negative,No
9607,64,Male,10.84,7.1,3.64,5.81,Poor,Low,6.8,7.7,Yes,Neutral,Yes
9608,35,Male,9.09,1.07,2.07,9.72,Fair,Medium,6.71,2.97,No,Neutral,No
9609,24,Male,5.05,0.04,3.81,14.01,Poor,Medium,7.87,7.91,Yes,Neutral,No
9610,65,Female,2.25,0.51,2.18,1.06,Fair,Medium,5.45,4.57,No,Negative,No
9611,44,Other,10.52,5.5,4.39,1.46,Excellent,High,6.32,2.57,No,Negative,No
9612,32,Other,2.18,3.87,0.96,3.03,Poor,High,8.57,7.59,Yes,Negative,Yes
9613,40,Female,9.32,4.1,4.6,1.58,Good,Low,6.9,5.35,No,Positive,Yes
9614,49,Other,11.08,2.77,3.18,5.26,Fair,High,5.77,4.08,No,Negative,No
9615,19,Male,10.92,5.43,1.43,8.76,Fair,Low,8.56,2.69,Yes,Positive,No
9616,20,Male,11.9,4.15,2.48,8.85,Fair,High,7.22,1.05,Yes,Neutral,Yes
9617,46,Other,5.49,1.67,0.9,2.07,Excellent,High,7.17,5.71,Yes,Neutral,No
9618,50,Female,9.45,2.28,3.17,13.23,Good,High,8.04,2.57,No,Negative,Yes
9619,44,Other,4.76,7.41,0.02,1.28,Fair,Medium,4.02,3.89,Yes,Negative,No
9620,31,Male,8.21,0.72,2.06,7.38,Poor,Low,4.88,7.27,Yes,Positive,Yes
9621,24,Other,3.81,3.13,0.69,6.3,Poor,High,6.15,4.22,No,Negative,Yes
9622,31,Other,1.65,4.64,4.7,13.06,Fair,Low,6.89,5.37,No,Negative,Yes
9623,52,Female,11.55,3.06,3.76,1.47,Good,Low,5.98,0.46,No,Negative,Yes
9624,46,Female,6.8,4.94,2.41,7.85,Good,Low,4.29,8.62,No,Neutral,Yes
9625,58,Other,1.16,3.64,3.97,8.91,Fair,High,6.62,4.76,Yes,Negative,No
9626,22,Female,5.28,7.6,4.87,13.41,Good,Medium,5.55,7.71,No,Neutral,No
9627,18,Other,2.29,3.54,1.1,14.53,Good,Medium,5.38,2.83,No,Neutral,Yes
9628,45,Female,1.13,2.89,2.17,6.82,Fair,Medium,7.67,0.76,Yes,Neutral,Yes
9629,40,Other,1.31,7.25,3.83,14.98,Fair,Low,5.54,7.54,No,Positive,No
9630,35,Other,8.68,0.22,1.81,2.39,Poor,Low,6.38,0.3,Yes,Neutral,Yes
9631,38,Male,2.91,1.68,0.08,9.32,Excellent,Medium,8.93,0.29,No,Neutral,No
9632,39,Male,5.77,1.23,2.64,3.43,Excellent,High,7.24,5.34,Yes,Neutral,Yes
9633,20,Male,6.13,5.83,2.58,10.35,Good,High,5.99,8.63,Yes,Negative,Yes
9634,23,Female,4.55,0.92,4.04,2.47,Fair,Low,4.35,2.14,No,Positive,Yes
9635,36,Other,7.49,0.89,2.84,2.78,Poor,Medium,7.26,6.11,No,Positive,Yes
9636,19,Other,1.45,4.17,4.28,1.99,Excellent,Medium,6.73,0.98,No,Positive,No
9637,23,Other,9.01,7.62,4.08,5.1,Fair,Medium,7.5,0.02,Yes,Negative,Yes
9638,53,Male,3.49,5.53,0.45,9.36,Excellent,Medium,7.22,1.97,Yes,Positive,Yes
9639,53,Male,5.25,2.92,1.11,7.64,Fair,Medium,4.33,3.11,No,Negative,No
9640,20,Other,1.1,5.67,1.47,11.55,Fair,High,8.15,8.65,Yes,Neutral,No
9641,38,Other,5.51,1.92,0.73,9.43,Poor,High,8.78,4.25,No,Positive,Yes
9642,22,Male,2.12,2.2,2.46,13.45,Poor,Medium,4.76,3.77,No,Negative,No
9643,49,Female,5.82,1.81,1.4,6.86,Fair,High,5.77,2.13,No,Negative,No
9644,50,Other,1.81,7.82,1.53,3.82,Excellent,High,5.72,6.93,No,Negative,Yes
9645,60,Male,9.07,1.12,2.66,4.18,Poor,Low,4.12,6.08,No,Neutral,No
9646,32,Male,1.17,0.93,1.44,6.22,Poor,High,8.5,8.73,Yes,Neutral,No
9647,25,Other,8.88,3.3,4.28,2.05,Good,Low,6.41,7.27,No,Neutral,Yes
9648,46,Male,9.33,5.65,3.23,4.84,Good,High,8.24,6.98,Yes,Neutral,No
9649,39,Other,9.45,3.03,2.34,11.34,Poor,Medium,6.1,1.73,No,Negative,No
9650,49,Other,3.35,7.53,4.26,3.53,Fair,Low,7.63,2.6,Yes,Positive,Yes
9651,33,Female,5.52,0.87,4.49,8.38,Excellent,Medium,4.82,9.57,No,Neutral,No
9652,51,Other,7.45,3.34,2.39,4.21,Excellent,Low,4.16,9.09,No,Negative,Yes
9653,58,Male,4.34,5.36,2.07,13.05,Fair,High,4.28,1.71,Yes,Positive,No
9654,46,Female,2.79,7.15,0.38,6.55,Fair,Low,4.19,3.51,Yes,Negative,Yes
9655,31,Female,2.38,3.43,2.57,5.56,Fair,Medium,8.05,1.74,Yes,Negative,No
9656,36,Female,2.26,7.17,4.77,8.12,Fair,High,8.16,0.14,No,Negative,No
9657,64,Male,7.8,7.69,3.8,1.01,Good,Low,7.59,5.51,Yes,Negative,Yes
9658,48,Male,7.71,5.73,2.3,9.17,Excellent,Low,7.16,9.46,No,Positive,No
9659,42,Other,11.74,4.1,4.43,4.5,Fair,Low,6.27,1.36,Yes,Neutral,Yes
9660,18,Female,7.49,7.41,3.76,9.26,Excellent,Low,8.13,9.02,No,Neutral,Yes
9661,57,Other,2.26,2.51,0.23,9.27,Good,High,5.43,7.52,No,Positive,Yes
9662,21,Other,11.49,6.79,4.48,14.74,Excellent,Low,7.78,8.39,Yes,Negative,No
9663,42,Female,6.79,2.2,0.63,14.62,Poor,High,5.96,4.5,Yes,Positive,No
9664,29,Female,1.81,7.42,1.16,4.75,Fair,High,6.69,7.39,Yes,Negative,Yes
9665,24,Male,11.52,3.79,1.29,11.56,Poor,High,5.81,9.95,Yes,Neutral,No
9666,25,Female,9.44,0.6,1.46,7.12,Fair,Medium,8.91,7.25,No,Neutral,Yes
9667,63,Male,5.79,0.63,1.27,13.13,Poor,Low,8.64,4.15,No,Neutral,Yes
9668,45,Female,10.36,1.21,4.17,2.63,Poor,Low,5.94,1.61,Yes,Neutral,No
9669,53,Female,5.48,2.57,1.13,13.23,Good,Low,4.81,6.48,Yes,Negative,No
9670,63,Other,11.31,0.84,0.28,1.81,Good,Low,6.38,4.05,Yes,Negative,No
9671,54,Male,11.28,4.97,0.51,2.97,Good,High,8.43,7.5,Yes,Neutral,Yes
9672,57,Other,7.71,4.25,3.09,6.77,Good,Low,5.6,6.35,Yes,Negative,No
9673,47,Male,7.27,3.09,3.76,13.21,Excellent,High,6.82,7.14,Yes,Negative,No
9674,28,Male,1.77,7.71,2.94,9.54,Fair,High,8.05,5.69,Yes,Positive,No
9675,22,Male,5.69,5.94,1.2,11.78,Poor,Medium,4.15,2.2,No,Positive,No
9676,22,Other,5.91,3.25,3.75,14.99,Good,High,6.76,7.18,Yes,Neutral,Yes
9677,39,Other,11.04,1.49,0.32,8.69,Fair,High,6.78,8.06,Yes,Positive,No
9678,63,Male,8.31,3.87,0.96,9.72,Excellent,High,7.68,7.54,Yes,Neutral,No
9679,57,Female,10.77,4.09,0.37,6.62,Excellent,Low,8.55,7.44,Yes,Neutral,Yes
9680,61,Male,6.7,0.06,2.88,6.53,Fair,Low,7.63,4.68,Yes,Negative,No
9681,65,Female,8.91,7.15,4.58,12.72,Excellent,Medium,5.77,9.98,No,Negative,No
9682,33,Male,4.16,6.29,2.85,9.49,Excellent,Medium,5.33,9.75,No,Neutral,Yes
9683,50,Female,6.59,1.69,0.95,9.04,Good,Low,6.12,0.09,Yes,Positive,No
9684,64,Female,3.78,5.55,1.21,1.79,Excellent,High,4.79,7.02,Yes,Negative,No
9685,51,Other,3.98,3.13,0.13,7.86,Fair,Low,4.08,4.06,No,Neutral,Yes
9686,26,Male,5.71,1.48,2.35,9.85,Good,High,6.72,7.34,No,Neutral,No
9687,52,Other,2.16,5.81,0.52,7.7,Poor,High,4.78,0.96,No,Neutral,Yes
9688,38,Other,2.4,2.91,0.32,11.14,Good,Medium,4.59,1.26,Yes,Neutral,No
9689,52,Female,4.95,7.1,1.16,6.9,Good,Low,7.73,9.27,Yes,Negative,Yes
9690,63,Male,6.95,5.35,1.94,10.66,Poor,Medium,8.81,2.42,No,Positive,No
9691,38,Male,5.76,6.38,3.1,5.54,Good,High,4.79,2.12,Yes,Positive,Yes
9692,23,Female,10.42,6.26,4.03,13.2,Good,Low,4.93,6.88,No,Positive,Yes
9693,23,Male,6.67,0.44,2.88,11.91,Good,High,8.12,6.45,Yes,Negative,No
9694,21,Male,2.15,7.25,2.75,3.33,Poor,High,5.48,9.19,Yes,Neutral,No
9695,28,Female,7.94,5.68,3.08,2.03,Poor,Medium,4.66,2.82,Yes,Neutral,Yes
9696,34,Female,6.4,0.69,3.42,12.54,Excellent,High,6.87,7.7,Yes,Positive,No
9697,65,Male,2.89,0.08,2.83,3.21,Good,Low,8.11,5.58,No,Negative,No
9698,25,Female,7.54,4.02,4.36,8.79,Good,High,7.89,3.86,Yes,Negative,Yes
9699,50,Female,7.92,7.9,4.16,10.7,Excellent,Low,6.4,8.01,Yes,Positive,No
9700,31,Male,11.7,1.81,2.21,2.92,Poor,Medium,7.06,5.6,No,Neutral,Yes
9701,39,Male,5.76,4.4,4.98,9.26,Fair,Low,6.66,6.99,No,Negative,Yes
9702,61,Female,6.99,2.01,4.17,14.83,Excellent,Medium,6.29,1.44,No,Negative,No
9703,30,Male,2.27,2.76,0.0,4.53,Fair,Low,5.51,4.42,No,Negative,No
9704,22,Other,4.75,4.62,4.83,1.91,Good,Low,4.79,0.01,No,Positive,Yes
9705,28,Other,8.22,4.92,3.82,4.43,Good,Medium,4.64,1.56,No,Neutral,Yes
9706,44,Male,8.34,4.09,0.83,12.67,Fair,Low,8.57,3.24,Yes,Positive,No
